idCliente;fechaAlta;fechaNacimiento;genero;nombre;apellido;email;direccion;ciudad;referencia;provincia;fechaBaja;estado
16465;5-6-2015;17/10/73;masculino;Bruno;Reynoso;bruno.reynoso@gmail.com;elvira rawson de dellepiane 150;capital federal;;Buenos Aires;;
16466;6-6-2015;29/4/66;masculino;Julio;Aguilar;julio.aguilar@gmail.com;9 De July 0235;Trelew;Referencia: Es un fraccionamiento privado ,esta a orillas del bulevar Luis donaldo colosio Entre: campo real y loma real;Chubut;;
16467;6-6-2015;25/1/57;masculino;Eduardo;Herrera;eduardo.herrera@gmail.com;Domingo de Acassuso 1279;La Lucila;3 Referencia: Cancel Negro Alto. Entre: Hospital y Guillermo Prieto;Buenos Aires;;
16468;6-6-2015;14/1/05;femenino;Emilia;Bazan;emilia.bazan@gmail.com;los pensamientos b tres cerritos 59;capital;;Salta;;
16469;7-6-2015;12/5/89;masculino;Carlos Alberto;Ferrara;carlos_alberto.ferrara@gmail.com;El Salvador 103;Villa Dominico;Referencia: Tienda de Abarrotes Maros, al lado farmacias Mariana  Entre: Calle 8 y Calle 10 poniente;Buenos Aires;;
16470;7-6-2015;17/8/33;femenino;Amara;Zelaya;amara.zelaya@gmail.com;Int. Neyer 1133;Beccar;Lote 11-2 Referencia: Es un complejo de oficinas y Galpones ( Lote 11-2);Buenos Aires;;
16471;7-6-2015;10/9/01;masculino;Juan Jose;Ortiz;juan_jose.ortiz@gmail.com;Odonnell 3329;Villa Ballester;;Buenos Aires;;
16472;8-6-2015;19/10/67;masculino;Marcelo;Choque;marcelo.choque@gmail.com;San Jose 1049;San Nicolas de Los Arroyos;;Buenos Aires;;
16473;8-6-2015;31/8/55;femenino;Zia;Paredes;zia.paredes@gmail.com;Avenida 7 De Marzo 2126;Santo Tome;Depto2 Referencia: Depto2 Entre: Centenario y 25 De Mayo;Santa Fe;;
16474;8-6-2015;26/4/74;masculino;Leon;Yañez;leon.yañez@gmail.com;ayacucho 2346;Misiones;;Misiones;;
16475;8-6-2015;29/10/86;femenino;Maia;Baker;maia.baker@gmail.com;Peru 61;Santiago del Estero;;Santiago del Estero;;
16476;9-6-2015;14/5/49;femenino;Veronica;Lopez;veronica.lopez@gmail.com;hipolito Vieytes esquina lavalle 1496;Santiago del Estero;;Santiago del Estero;;
16477;9-6-2015;28/5/75;femenino;Isabel;Aldana;isabel.aldana@gmail.com;av Velez Sarsfield 372;Cordoba;Piso 7 Dpto A;Cordoba;;
16478;9-6-2015;10/11/76;masculino;Victor;Lee;victor.lee@gmail.com;Fernwndez 2225;Misiones;;Misiones;;
16479;10-6-2015;6/7/88;femenino;Antonella;Turner;antonella.turner@gmail.com;Pintos 2156;Burzaco;Referencia: Local Negro, Planta Baja. Nombre De La Tienda Chevalier Boutique. Frente A Carniceria Zazueta.;Buenos Aires;;
16480;10-6-2015;9/7/79;femenino;Giselle;Quispe;giselle.quispe@gmail.com;50 Maipu 1264;villa maipu- gral san martin;Pasillo - Depto 3 - Villa Maipu Referencia: Pasillo - Depto 3 - Villa Maipu Entre: Boulogne sur mer y pastor obligado;Buenos Aires;;
16481;10-6-2015;21/1/74;masculino;Miguel Enrique;Martinez;miguel_enrique.martinez@gmail.com;Castro Barros 24;Almagro;casa Referencia: Por la mamoros hacia arriba Entre: matamoros y Garcia de la cadena;Capital Federal;;
16482;10-6-2015;9/7/94;femenino;Brisa;Espinoza;brisa.espinoza@gmail.com;Bramante 1762;San Miguel;;Buenos Aires;;
16483;10-6-2015;23/3/82;femenino;Renata;Briones;renata.briones@gmail.com;Calle 109 SN;Santiago del Estero;;Santiago del Estero;;
16484;10-6-2015;2/10/86;masculino;Cesar;Fajardo;cesar.fajardo@gmail.com;Luis Anton 1;Misiones;;Misiones;;
16485;11-6-2015;29/12/98;femenino;Cyrene;Tejada;cyrene.tejada@gmail.com;Jose Ingenieros 871;Villa Constitucion;Referencia: Casa Color Gris,porton Cafe;Santa Fe;;
16486;11-6-2015;12/10/02;femenino;Raffaella;Moya;raffaella.moya@gmail.com;Santander 38;Santa Clara del Mar;entregar en costanera 192 o santander 32 si no hay nadie Referencia: entregar en costanera 192 si no hay nadie Entre: Santander y Costanera;Buenos Aires;;
16487;12-6-2015;26/6/91;masculino;Leonardo;Figueroa;leonardo.figueroa@gmail.com;Rivadavia 579;Santiago del Estero;734 Referencia: 734 Entre: san david y santa margarita;Santiago del Estero;;
16488;12-6-2015;24/6/36;femenino;Leilani;Ricci;leilani.ricci@gmail.com;Capitan Ardiles 53;Santiago del Estero;;Santiago del Estero;;
16489;12-6-2015;8/11/33;masculino;Guillaume;Lucero;guillaume.lucero@gmail.com;Cccccc SN;Misiones;;Misiones;;
16490;13-6-2015;8/9/94;masculino;Dante;Fuentes;dante.fuentes@gmail.com;Fray Luis Beltran 1333;Grand Bourg;Entre: Callao y Francisco Segui;Buenos Aires;;
16491;13-6-2015;30/7/31;femenino;Gabriela;Scott;gabriela.scott@gmail.com;Isla Orcadas 759;General Pacheco;;Buenos Aires;;
16492;14-6-2015;27/1/32;masculino;Tyler;Reynoso;tyler.reynoso@gmail.com;Remedios De Escalada 2129;Mendoza;;Mendoza;;
16493;14-6-2015;11/3/54;femenino;Zaynab;Cordero;zaynab.cordero@gmail.com;Albariño 186;Villa Luro;local o timbre 2 Referencia: es un local si esta cerrado tocar timbre 2 en el edificio  Entre: Ramon Falcon y Cossio;Capital Federal;;
16494;15-6-2015;22/9/40;masculino;Eduardo;Molinas;eduardo.molinas@gmail.com;francia 1701 SN;Junin;Referencia: casa con libustrina y pileta de material porton de chapa;Buenos Aires;;
16495;15-6-2015;6/3/49;masculino;Nicola;Ortega;nicola.ortega@gmail.com;25 De May 0233;Cipolletti;;Rio Negro;;
16496;16-6-2015;7/9/39;femenino;Liana;Nelson;liana.nelson@gmail.com;Balcarce y Viano 492;Santiago del Estero;;Santiago del Estero;;
16497;17-6-2015;29/10/83;femenino;Pamela;Muñoz;pamela.muñoz@gmail.com;Moreno Sur 878;Santiago del Estero;;Santiago del Estero;;
16498;18-6-2015;21/9/46;femenino;Isabela;Bellini;isabela.bellini@gmail.com;Calle 352 646;Ranelagh;Referencia: Puerta Y Porton De Garage Negro Entre: 306 y 307;Buenos Aires;;
16499;19-6-2015;13/5/82;masculino;Juan Pablo;Cabrera;juan_pablo.cabrera@gmail.com;Avellaneda 1062;SanIsidro;204 Referencia: a un costado de tienda la ventanita Entre: 1 de mayo y Jimenez cantu;Buenos Aires;;
16500;19-6-2015;25/10/51;femenino;Alina;Ruggiero;alina.ruggiero@gmail.com;Sarmiento 589;Rawson;345 Referencia: Dejar el paquete debajo de las camas de los perritos Entre: Av. Candiles y Eulogio marroquin;Chubut;;
16501;19-6-2015;21/9/82;masculino;Mauricio;Bermejo;mauricio.bermejo@gmail.com;Avda. Belgrano sur 116;Santiago del Estero;;Santiago del Estero;;
16502;20-6-2015;2/12/68;femenino;Ariana;Perez;ariana.perez@gmail.com;Jorge Luis Borges 1667;Palermo;Reja de madera;Capital Federal;;
16503;20-6-2015;17/8/37;masculino;Leonardo;Quispe;leonardo.quispe@gmail.com;Madame curie 4484;Ezpeleta Oeste;Referencia: e uruguay y brasil;Buenos Aires;;
16504;20-6-2015;25/2/49;femenino;Claire;Paniagua;claire.paniagua@gmail.com;Lima 933;Cordoba;Local Referencia: Local Entre: Lacarra y Fernandez;Cordoba;;
16505;20-6-2015;16/7/56;masculino;Jose Ignacio;Caballero;jose_ignacio.caballero@gmail.com;Coronel Dorrego 5715;Santa Fe;;Santa Fe;;
16506;21-6-2015;25/11/66;masculino;Omar;Ponce;omar.ponce@gmail.com;DE LA TRADICION 345;Ituzaingo;Referencia: es en el mirador del fresno 2 el balcon es azul;Buenos Aires;;
16507;21-6-2015;16/1/66;masculino;Gabriel;Rivero;gabriel.rivero@gmail.com;Ingeniero Amoretti 3734;Ciudadela;;Buenos Aires;;
16508;22-6-2015;25/4/46;femenino;Mia;Alarcon;mia.alarcon@gmail.com;3 De febrero 24;San Isidro;;Buenos Aires;;
16509;23-6-2015;9/10/75;masculino;Hugo;Escobar;hugo.escobar@gmail.com;Chacabuco 2077;Santa Fe;Referencia: Departamento 403, dejar en conserjeria;Santa Fe;;
16510;23-6-2015;19/12/42;masculino;Alexandre;Gutierrez;alexandre.gutierrez@gmail.com;Juana manso casa 595 SN;Santa Rosa;Referencia: barrio ara San, casa con frente de tapial de 2 metros, entregar siempre en el horario de 13 hs a 19 hs Entre: Magui y andriotti;La Pampa;;
16511;23-6-2015;13/10/65;masculino;Hugo;Green;hugo.green@gmail.com;Pedro Saint Germain 550;Santiago del Estero;;Santiago del Estero;;
16512;23-6-2015;16/5/36;femenino;Cyra;Arevalo;cyra.arevalo@gmail.com;España 3661;Misiones;;Misiones;;
16513;24-6-2015;27/12/41;femenino;Aurelia;Perez;aurelia.perez@gmail.com;Pancho ramires 315;Santiago del Estero;Referencia: Puerta Blanca Entre: Calle 6 Y 10;Santiago del Estero;;
16514;24-6-2015;28/1/56;masculino;Sergio;Gallardo;sergio.gallardo@gmail.com;AV. GUACURARI ESQ E RIOS;Misiones;;Misiones;;
16515;25-6-2015;16/5/58;femenino;Alice;Chavez;alice.chavez@gmail.com;Chacabuco 745;Santiago del Estero;departamento. 45 Referencia: A metros de la estacion Plaza Miserere Mitre 2757 Local 45 Primer Piso. Entre: Pueyrredon y Castelli;Santiago del Estero;;
16516;25-6-2015;5/9/02;masculino;Sebastien;Benedetti;sebastien.benedetti@gmail.com;Rivadavia 2765;San Fernando;Local Referencia: Local Entre: Lacarra y Fernandez;Buenos Aires;;
16517;26-6-2015;25/9/66;masculino;Pedro;Villca;pedro.villca@gmail.com;180 A 17;Misiones;Torre F Apto 103;Misiones;;
16518;27-6-2015;10/3/01;prefiere no decir;Arianna;Medina;arianna.medina@gmail.com;TOMAS GARZON 641;Oncativo;-641;Cordoba;;
16519;28-6-2015;25/7/90;femenino;Pilar;Cabañas;pilar.cabañas@gmail.com;remedio de escada 609;Maquinchao;Casa Referencia: Casa;Rio Negro;;
16520;28-6-2015;16/4/01;masculino;Rodrigo;Marino;rodrigo.marino@gmail.com;Belaustegui 2755;caba - villa santa rita;Referencia: cancel blanco Entre: andres de urdaneta y reyes catolicos;Capital Federal;;
16521;28-6-2015;6/9/05;masculino;Nicolas;Riquelme;nicolas.riquelme@gmail.com;Carabobo 1234;Parque Chacabuco;Referencia: es de dos pisos color azul con reja negra y puerta negra Entre: boulevard de las Americas y salvador moreno;Capital Federal;;
16522;28-6-2015;16/5/35;femenino;Valentina;Ramos;valentina.ramos@gmail.com;av roca 963;Cinco Saltos;Referencia: Frente al parqueadero principal Casa de 3 pisos, fachada amarillo con cafe, reja negra;Rio Negro;;
16523;28-6-2015;9/1/68;femenino;Mariana;Contreras;mariana.contreras@gmail.com;Paraguay 3019;Recoleta;;Capital Federal;;
16524;29-6-2015;9/6/92;femenino;Maren;Lucero;maren.lucero@gmail.com;Luis Pasteur 1843;San Fernando;Entre: Besares y Pellegrini;Buenos Aires;;
16525;30-6-2015;8/6/76;masculino;Rodrigo;Arevalo;rodrigo.arevalo@gmail.com;Obispo romero 1451;Salta;;Salta;;
16526;1-7-2015;19/7/31;masculino;Luis Eduardo;Espinoza;luis_eduardo.espinoza@gmail.com;Tres Arroyos 1054;General Roca;Referencia: casa Azul enfrente de la secundaria Cristobal Colon Entre: 21 de marzo y Niños heroes;Rio Negro;;
16527;1-7-2015;27/7/87;femenino;Sarah;Ayala;sarah.ayala@gmail.com;ibarbalz 752;Cordoba;Referencia: blok2700 B;Cordoba;;
16528;1-7-2015;8/2/98;masculino;Xavier;Figueroa;xavier.figueroa@gmail.com;Av. Juan B. Alberdi 1022;Caballito;;Capital Federal;;
16529;2-7-2015;27/9/36;masculino;Eric;Lugo;eric.lugo@gmail.com;Barrio Florida Calle El Favorito SN;Misiones;Referencia: pasando las vias, referencia puente peatonal de las vias Entre: Av ferrocarril;Misiones;;
16530;2-7-2015;17/7/54;femenino;Estelle;Vera;estelle.vera@gmail.com;Monteagudo 654;Marcos Paz;Entre: San Juan;Buenos Aires;;
16531;2-7-2015;22/9/52;masculino;Carlos Alberto;Campos;carlos_alberto.campos@gmail.com;Islas Malvinas 1496;Santiago del Estero;;Santiago del Estero;;
16532;3-7-2015;9/3/42;femenino;Brenda;Lugo;brenda.lugo@gmail.com;mitre 143;Santiago del Estero;;Santiago del Estero;;
16533;3-7-2015;6/4/81;masculino;Agustin;Williams;agustin.williams@gmail.com;Libertad 1898;Santiago del Estero;;Santiago del Estero;;
16534;3-7-2015;24/11/43;femenino;Cyra;Gallardo;cyra.gallardo@gmail.com;florencio sanchez 2258;Mar del Plata;;Buenos Aires;;
16535;4-7-2015;22/12/53;masculino;Gustavo;Salgado;gustavo.salgado@gmail.com;Almafuerte 113;Santiago del Estero;Referencia: casa de 2 pisos porton negro fachada de teja pintura lila Entre: Jupiter y Calixto;Santiago del Estero;;
16536;4-7-2015;11/2/55;femenino;Micaela;Iturbe;micaela.iturbe@gmail.com;Julian Quintana 756;Chascomus;Referencia: Porton Verde Y Rejas, Casi Al Doblar La Rotonda  Entre: Fernando De Arenaza Y San Lorenzo;Buenos Aires;;
16537;4-7-2015;2/10/92;femenino;Marika;Marquez;marika.marquez@gmail.com;Cochabamba 885;San Cristobal;Referencia: Verduleria El Turquito;Santa Fe;;
16538;4-7-2015;12/8/75;masculino;Carlos David;Montoya;carlos_david.montoya@gmail.com;141a 1970;Buenos aires;;Buenos Aires;;
16539;4-7-2015;12/3/74;femenino;Sofia;Duarte;sofia.duarte@gmail.com;BRUSELAS 2135;Isidro Casanova;;Buenos Aires;;
16540;4-7-2015;25/4/67;femenino;Althea;Rojas;althea.rojas@gmail.com;Cordoba 1740;Rosario;;Santa Fe;;
16541;5-7-2015;21/2/05;masculino;Daniel;alvarez;daniel.alvarez@gmail.com;Unzaga norte 62;Santiago del Estero;telefono 932646061;Santiago del Estero;;
16542;5-7-2015;4/3/42;femenino;Ludovica;Colman;ludovica.colman@gmail.com;Blas Parera y acc Norte SN;Parana;MOTEL TIJUANA  Referencia: Motel Tijuana Entre: acceso norte;Entre Rios;;
16543;6-7-2015;18/7/50;femenino;Milena;Olivos;milena.olivos@gmail.com;Doctor Matons 994;Las heras. Bo. Aeronautico;Referencia: Puerta negra despintada, a lado de consultorio dental, en frente de unos portales Entre: Nicolas Bravo y Jose Maria Morelos;Mendoza;;
16544;6-7-2015;25/6/45;masculino;Eduardo;Esparza;eduardo.esparza@gmail.com;Maipu 265;Merlo;Preguntar por Ricardo Perez o Lucia Referencia: En frente del hospital Eva Peron Entre: Colon y Pasteur;Buenos Aires;;
16545;6-7-2015;4/11/55;masculino;Carlos Alberto;Martinez;carlos_alberto.martinez@gmail.com;Intendente Olivieri 4158;Quilmes Oeste;;Buenos Aires;;
16546;7-7-2015;24/10/97;femenino;Eleanor;Nuñez;eleanor.nuñez@gmail.com;Las yatay 480;Parana;Referencia: Mi cabaña esta en la localidad de Oro Verde, justo en la esquina y a dos cuadras del cementerio municipal y morgue judicial. Entre: Los halcones y Los buhos;Entre Rios;;
16547;7-7-2015;7/10/40;femenino;Leah;Mariani;leah.mariani@gmail.com;Rodolfo Lopez 755;Quilmes;depto 2 Referencia: Golpear las manos . Llamar Nancy Raquel. Entre: Andres Baranda y Torcuarto Alvear;Buenos Aires;;
16548;7-7-2015;6/8/49;masculino;Mario;Greco;mario.greco@gmail.com;Juan Jose Paso 292;Martinez;4f Entre: rawson y arenales;Buenos Aires;;
16549;8-7-2015;11/3/58;femenino;Patricia;alvarez;patricia.alvarez@gmail.com;Humboldt 1539;Palermo;Referencia: Es un local a la calle de lunes a viernes de 10 a 18 horas. Entre: Jose A Cabrera y Gorriti;Capital Federal;;
16550;8-7-2015;31/1/50;femenino;Natalia;Fuentes;natalia.fuentes@gmail.com;Bernardo Houssay 1795;Santiago del Estero;Rejas negras y paredon;Santiago del Estero;;
16551;9-7-2015;29/9/01;femenino;Brenda;Gaitan;brenda.gaitan@gmail.com;La Arboleda Country SN;San Pablo;Casa E 9 Referencia: Dejar en porteria del Country LA ARBOLEDA;Tucuman;;
16552;9-7-2015;24/5/05;femenino;Noemi;Morales;noemi.morales@gmail.com;Mitre 143;Santiago del Estero;;Santiago del Estero;;
16553;9-7-2015;20/7/90;femenino;Magnolia;Palomino;magnolia.palomino@gmail.com;Alvear 1738;San Fernando;;Buenos Aires;;
16554;10-7-2015;5/10/46;masculino;Scott;Rodriguez;scott.rodriguez@gmail.com;Presidente Peron 438;Caleta Olivia;Referencia: Es un taller de Chapa y Pintura: Talleres Enzo Entre: Beauvoir y Pasaje Martin Fierro;Santa Cruz;;
16555;10-7-2015;25/12/88;femenino;Gabriela;Moreno;gabriela.moreno@gmail.com;Potosi 4456;Almagro;;Capital Federal;;
16556;11-7-2015;30/4/80;masculino;Rodrigo;Palomino;rodrigo.palomino@gmail.com;jessi 976;San Isidro;Referencia: valle grande lampa;Formosa;;
16557;11-7-2015;22/9/45;femenino;Maribel;Limachi;maribel.limachi@gmail.com;castello 1415;Cipolletti;Entre: santa cruz y ushuaia;Rio Negro;;
16558;12-7-2015;9/4/48;masculino;David;Del Valle;david.del_valle@gmail.com;Palanca SN;San Francisco Solano;Referencia: Tiene timbre en el porton blanco del garaje. Entre: Coronel Juan de San Martin y Cangallo - 633;Buenos Aires;;
16559;12-7-2015;29/10/32;masculino;Gustavo;Navas;gustavo.navas@gmail.com;AV. CORRIENTES 2141;Barrio Once;Local 2 A La Calle Referencia: Blanco Mushka, De Lunes A Jueves, 11:00hs A 18hs, Viernes 11:00hs A 17:00hs. Sabados, Domingos Y Feriados Cerrados. Entre: Uriburu y Junin;Capital Federal;;
16560;12-7-2015;6/3/85;masculino;Jean;Aranda;jean.aranda@gmail.com;AV.LUIS CANDIDO CARBALLO 230;Rosario;;Santa Fe;;
16561;13-7-2015;28/1/87;femenino;Orla;Ortega;orla.ortega@gmail.com;Portezuelo y ascasubi 330;La Rioja;8 Referencia: Departamento 8  Entre: Insurgentes y Angelina;La Rioja;;
16562;13-7-2015;15/6/79;masculino;Rodrigo;Rossi;rodrigo.rossi@gmail.com;Andes 252;Despeñaderos;;Cordoba;;
16563;13-7-2015;29/4/81;masculino;Miguel angel;alvarez;miguel_angel.alvarez@gmail.com;Crespo 994;Sunchales;;Santa Fe;;
16564;13-7-2015;22/11/39;masculino;Juan Pablo;Rios;juan_pablo.rios@gmail.com;pablo nogues 855;grand bourg;Referencia: casa con rejas negras Entre: los patos y pacifico Referencia: casa con rejas negras;Buenos Aires;;
16565;13-7-2015;26/11/51;femenino;Mira;Mariani;mira.mariani@gmail.com;Garibaldi 1143;Santiago del Estero;;Santiago del Estero;;
16566;14-7-2015;1/4/91;masculino;Uriel;Rios;uriel.rios@gmail.com;Ituzaingo 779;Cordoba;Local de Notebooks Referencia: Local Notebooks Entre: Entre Derqui Y Obispo Oro.;Cordoba;;
16567;14-7-2015;23/5/02;masculino;Miguel;Nuñez;miguel.nuñez@gmail.com;libertad 832;Santiago del Estero;Referencia: hotel bellavista;Santiago del Estero;;
16568;14-7-2015;19/3/70;femenino;Celeste;Choque;celeste.choque@gmail.com;Cruce ruta 8 y 9 SN;25 de mayo;casa Referencia: Cruce de ruta 8 y 9 25 de mayo en un lavadero;Misiones;;
16569;14-7-2015;28/4/40;masculino;Gregory;Vera;gregory.vera@gmail.com;Canada 2583;Comodoro Rivadavia;;Chubut;;
16570;15-7-2015;26/4/55;masculino;David;Poma;david.poma@gmail.com;sarmiento 1115;Lujan;Referencia: con balcon Entre: mitre y las heras Referencia: con balcon Entre: mitre y las heras;Buenos Aires;;
16571;16-7-2015;5/12/00;masculino;Andres;Ferretti;andres.ferretti@gmail.com;Misiones SN;Misiones;;Misiones;;
16572;16-7-2015;12/1/04;masculino;Facundo;Caruso;facundo.caruso@gmail.com;BARRIO SAN LORENZO 1;Misiones;;Misiones;;
16573;17-7-2015;1/8/03;femenino;Javiera;Rojas;javiera.rojas@gmail.com;Teresa De Calcuta SN;Villa Guillermina;Referencia: Rotonda Del Paseo Del Chamame, Una Cuadra Al Oeste Y Media Al Sur;Santa Fe;;
16574;17-7-2015;4/1/51;masculino;Benjamin;Palma;benjamin.palma@gmail.com;Avenida independencia 1060;Salta;;Salta;;
16575;17-7-2015;12/10/40;femenino;Larissa;Vera;larissa.vera@gmail.com;Calle Señor De Los Milagros De Mailin. SN;Santiago del Estero;;Santiago del Estero;;
16576;18-7-2015;23/1/70;femenino;Agustina;Olivares;agustina.olivares@gmail.com;Bernardo Houssay 2620;Santiago del Estero;Referencia: Departamento 303;Santiago del Estero;;
16577;18-7-2015;18/6/96;femenino;Catarina;Cardenas;catarina.cardenas@gmail.com;Av Corrientes 2885;Balvanera;4to  43 Entre: Pueyrredon y Boulogne sur mer;Capital Federal;;
16578;18-7-2015;27/11/50;masculino;Alonso;Escobar;alonso.escobar@gmail.com;Don Bosco 2914;los polvorines;;Buenos Aires;;
16579;19-7-2015;16/9/50;masculino;Henry;Martinez;henry.martinez@gmail.com;Arenales 554;Santiago del Estero;Referencia: Casa Blanca rejas verdes Entre: Boulevard revolucion y Calzada Citlatepetl;Santiago del Estero;;
16580;19-7-2015;6/4/36;femenino;Maeve;Guerra;maeve.guerra@gmail.com;Avellaneda 444 4219973;Santiago del Estero;3 Referencia: 3;Santiago del Estero;;
16581;20-7-2015;10/5/98;femenino;Cyra;Bianco;cyra.bianco@gmail.com;20 oeste 20;La Punta;Barrio uocra manzana 44 casa 20 Referencia: Casa rejas negras  frente con piedras.;San Luis;;
16582;20-7-2015;28/5/56;masculino;Simone;Donati;simone.donati@gmail.com;Arroyo San Francisco 4101;Quilmes;Referencia: cual quier persona dentro del domiciolio puede recibir el paquete Entre: av.monterrey y sierra de chiapas;Buenos Aires;;
16583;20-7-2015;13/4/75;masculino;Jerry;Monti;jerry.monti@gmail.com;Los pensamientos 00;Misiones;;Misiones;;
16584;20-7-2015;3/7/97;femenino;Chloe;Fernandez;chloe.fernandez@gmail.com;Av. Del Libertador Gral. San Martin 1372;Villa Lynch;Entre Francia y España Referencia: Entre Francia y España;Buenos Aires;;
16585;21-7-2015;12/9/76;femenino;Selah;Turner;selah.turner@gmail.com;Caseros 135;Ezeiza;Referencia: porton blanco con cafe;Buenos Aires;;
16586;21-7-2015;22/4/89;masculino;Juan Esteban;Aguirre;juan_esteban.aguirre@gmail.com;Piso 8 SN;Misiones;;Misiones;;
16587;22-7-2015;16/9/66;femenino;Samanta;Carmona;samanta.carmona@gmail.com;Gorriti 1536;Cordoba;Referencia: Conjunto Habitacional Andalucia, Seccion Sevilla, privada oviedo;Cordoba;;
16588;22-7-2015;24/1/55;masculino;Mateus;Santillan;mateus.santillan@gmail.com;Grienso 8331;Santa Fe;"departamento 2 Referencia: Mendoza 586
entre Jujuy y Salta Entre: Jujuy y Salta";Santa Fe;;
16589;22-7-2015;8/10/93;femenino;Antonella;Figueroa;antonella.figueroa@gmail.com;Calle 24 de Noviembre 37;BALVANERA;Referencia: Fachada Roja Puerta Azul Entre: Francisco Noble Y Callejon De Minero;Capital Federal;;
16590;22-7-2015;17/10/98;femenino;Sofia;Mancini;sofia.mancini@gmail.com;Francisco Lascano 1646;Santiago del Estero;Casa cabaña;Santiago del Estero;;
16591;22-7-2015;17/6/33;masculino;Carlos Javier;Morales;carlos_javier.morales@gmail.com;Daniel Bonari 1484 1484;Salta;Referencia: Atras del campo del 12 en la esperanza km 12.;Salta;;
16592;22-7-2015;23/11/86;femenino;Aurelia;Garcia;aurelia.garcia@gmail.com;av de los constituyentes 2985;Paternal;sector A  Referencia: llamar a 1135602774 para salir estamos de 10 a 17hs;Capital Federal;;
16593;23-7-2015;19/11/77;femenino;Zoe;Ortiz;zoe.ortiz@gmail.com;Mariano Acha 3566;Saavedra;3 B Referencia: 3B Entre: C. Larralde;Capital Federal;;
16594;23-7-2015;15/6/36;masculino;Omar;Turner;omar.turner@gmail.com;Juan Agustin Garcia 2934;CABA;6A Referencia: 6A;Capital Federal;;
16595;23-7-2015;10/7/58;femenino;Elina;Giannini;elina.giannini@gmail.com;Oro verde e yrupe SN;Misiones;;Misiones;;
16596;23-7-2015;9/10/64;femenino;Melina;Muñoz;melina.muñoz@gmail.com;Buenos aires 274;Rio Gallegos;Entre: Chile y 25 de mayo;Santa Cruz;;
16597;24-7-2015;8/9/30;femenino;Lucia;Medina;lucia.medina@gmail.com;Andalgala 1740;Mataderos;Local Referencia: Local;Capital Federal;;
16598;24-7-2015;9/4/37;femenino;Eliana;Basile;eliana.basile@gmail.com;Camargo 642;Villa Crespo;Referencia: Galpon Entre: Malabia y Acevedo;Capital Federal;;
16599;24-7-2015;26/1/56;femenino;Marcela;Copa;marcela.copa@gmail.com;Maximo Paz 587;Lanus Oeste;;Buenos Aires;;
16600;25-7-2015;12/4/91;masculino;Gerardo;Giudice;gerardo.giudice@gmail.com;clemente gran 1215;Pehuajo;2  Entre: estrada y gollena;Buenos Aires;;
16601;25-7-2015;14/10/78;femenino;Mia;Soto;mia.soto@gmail.com;Pasaje Cabildo 4050;San Miguel de Tucuman;Referencia: altura av independencia al 4000 Entre: Rufino Cossio y pasaje Lugones;Tucuman;;
16602;25-7-2015;5/1/47;masculino;Carlos Alejandro;Stewart;carlos_alejandro.stewart@gmail.com;Obispo de victoria 38;Santiago del Estero;;Santiago del Estero;;
16603;27-7-2015;27/4/30;femenino;Hazel;Cardenas;hazel.cardenas@gmail.com;Alemania 939;General Rodriguez;Referencia: hay un carrito de tacos en la calle Entre: ramez gonzalez y Francisco de la madrit;Buenos Aires;;
16604;27-7-2015;5/9/76;femenino;Belen;Lamas;belen.lamas@gmail.com;Av. GRAL SAN MARTIN 264;SAN MIGUEL DEL MONTE;Local Referencia: Local Entre: Lacarra y Fernandez;Buenos Aires;;
16605;27-7-2015;30/7/81;masculino;Thierry;Zabala;thierry.zabala@gmail.com;pergamino 188;Flores;;Capital Federal;;
16606;28-7-2015;5/7/05;masculino;Daniel;Cabañas;daniel.cabañas@gmail.com;Pedro Zanni 230;Comodoro Rivadavia;714 Referencia: Fachada gris barandal negro, 2 arboles afuera Entre: copey y tule;Chubut;;
16607;28-7-2015;18/5/51;masculino;François;Roldan;françois.roldan@gmail.com;Tucuman 1424;Tribunales;;Capital Federal;;
16608;28-7-2015;11/9/34;masculino;Nicolas;Poma;nicolas.poma@gmail.com;Peru 765;Ramos Mejia;;Buenos Aires;;
16609;29-7-2015;21/2/89;masculino;Leonardo;Vergara;leonardo.vergara@gmail.com;Salvador Oses 860;Neuquen;Entre: Basavilbaso y Formosa;Neuquen;;
16610;29-7-2015;16/7/39;femenino;Paula;Roldan;paula.roldan@gmail.com;rivadavia 975;trelew;Referencia: Casa con reja verde, cerca al Cesfam Leocan Portus;Chubut;;
16611;29-7-2015;27/9/40;femenino;Zariyah;Coronel;zariyah.coronel@gmail.com;CAMARGO 644;Villa Crespo;Deposito Referencia: Deposito Entre: Malabia y Acevedo;Capital Federal;;
16612;29-7-2015;17/3/55;femenino;Kiana;Fernandez;kiana.fernandez@gmail.com;Viamonte 2612;Recoleta;LOCAL Referencia: LOCAL Entre: PASO y AVENIDA PUEYRREDON;Capital Federal;;
16613;29-7-2015;22/1/50;masculino;Sebastian;Aruquipa;sebastian.aruquipa@gmail.com;Divisoria 4449;Alte Brown;Referencia: Es una calle ciega... la casa esta al final de la calle. Entre: Esquina Arenales;Buenos Aires;;
16614;29-7-2015;17/10/36;masculino;Patrick;Altamirano;patrick.altamirano@gmail.com;Florencio Sanchez 1911;Vicente Lopez;-1180;Buenos Aires;;
